day,interval,detid,flow,occ,error,city,speed
2017-05-06,0,06.X-2li,12,0,1,augsburg,
2017-05-06,300,06.X-2li,12,0,1,augsburg,
2017-05-06,600,06.X-2li,12,0,1,augsburg,
2017-05-06,900,06.X-2li,16,0,1,augsburg,
2017-05-06,1200,06.X-2li,16,0,1,augsburg,
2017-05-06,1500,06.X-2li,16,0,1,augsburg,
2017-05-06,1800,06.X-2li,20,0,1,augsburg,
2017-05-06,2100,06.X-2li,20,0,1,augsburg,
2017-05-06,2400,06.X-2li,20,0,1,augsburg,
2017-05-06,2700,06.X-2li,8,0.01,1,augsburg,
2017-05-06,3000,06.X-2li,8,0.01,1,augsburg,
2017-05-06,3300,06.X-2li,8,0.01,1,augsburg,
2017-05-06,3600,06.X-2li,4,0,1,augsburg,
2017-05-06,3900,06.X-2li,4,0,1,augsburg,
2017-05-06,4200,06.X-2li,4,0,1,augsburg,
2017-05-06,4500,06.X-2li,0,0,1,augsburg,
2017-05-06,4800,06.X-2li,0,0,1,augsburg,
2017-05-06,5100,06.X-2li,0,0,1,augsburg,
2017-05-06,5400,06.X-2li,4,0,1,augsburg,
2017-05-06,5700,06.X-2li,4,0,1,augsburg,
2017-05-06,6000,06.X-2li,4,0,1,augsburg,
2017-05-06,6300,06.X-2li,8,0,1,augsburg,
2017-05-06,6600,06.X-2li,8,0,1,augsburg,
2017-05-06,6900,06.X-2li,8,0,1,augsburg,
2017-05-06,7200,06.X-2li,0,0,1,augsburg,
2017-05-06,7500,06.X-2li,0,0,1,augsburg,
2017-05-06,7800,06.X-2li,0,0,1,augsburg,
2017-05-06,8100,06.X-2li,16,0,1,augsburg,
2017-05-06,8400,06.X-2li,16,0,1,augsburg,
2017-05-06,8700,06.X-2li,16,0,1,augsburg,
2017-05-06,9000,06.X-2li,8,0,1,augsburg,
2017-05-06,9300,06.X-2li,8,0,1,augsburg,
2017-05-06,9600,06.X-2li,8,0,1,augsburg,
2017-05-06,9900,06.X-2li,4,0,1,augsburg,
2017-05-06,10200,06.X-2li,4,0,1,augsburg,
2017-05-06,10500,06.X-2li,4,0,1,augsburg,
2017-05-06,10800,06.X-2li,12,0,1,augsburg,
2017-05-06,11100,06.X-2li,12,0,1,augsburg,
2017-05-06,11400,06.X-2li,12,0,1,augsburg,
2017-05-06,11700,06.X-2li,4,0,1,augsburg,
2017-05-06,12000,06.X-2li,4,0,1,augsburg,
2017-05-06,12300,06.X-2li,4,0,1,augsburg,
2017-05-06,12600,06.X-2li,8,0,1,augsburg,
2017-05-06,12900,06.X-2li,8,0,1,augsburg,
2017-05-06,13200,06.X-2li,8,0,1,augsburg,
2017-05-06,13500,06.X-2li,0,0,1,augsburg,
2017-05-06,13800,06.X-2li,0,0,1,augsburg,
2017-05-06,14100,06.X-2li,0,0,1,augsburg,
2017-05-06,14400,06.X-2li,0,0,1,augsburg,
2017-05-06,14700,06.X-2li,0,0,1,augsburg,
2017-05-06,15000,06.X-2li,0,0,1,augsburg,
2017-05-06,15300,06.X-2li,0,0,1,augsburg,
2017-05-06,15600,06.X-2li,0,0,1,augsburg,
2017-05-06,15900,06.X-2li,0,0,1,augsburg,
2017-05-06,16200,06.X-2li,8,0,1,augsburg,
2017-05-06,16500,06.X-2li,8,0,1,augsburg,
2017-05-06,16800,06.X-2li,8,0,1,augsburg,
2017-05-06,17100,06.X-2li,12,0,1,augsburg,
2017-05-06,17400,06.X-2li,12,0,1,augsburg,
2017-05-06,17700,06.X-2li,12,0,1,augsburg,
2017-05-06,18000,06.X-2li,16,0,1,augsburg,
2017-05-06,18300,06.X-2li,16,0,1,augsburg,
2017-05-06,18600,06.X-2li,16,0,1,augsburg,
2017-05-06,18900,06.X-2li,4,0,1,augsburg,
2017-05-06,19200,06.X-2li,4,0,1,augsburg,
2017-05-06,19500,06.X-2li,4,0,1,augsburg,
2017-05-06,19800,06.X-2li,24,0.05,1,augsburg,
2017-05-06,20100,06.X-2li,24,0.05,1,augsburg,
2017-05-06,20400,06.X-2li,24,0.05,1,augsburg,
2017-05-06,20700,06.X-2li,12,0.05,1,augsburg,
2017-05-06,21000,06.X-2li,12,0.05,1,augsburg,
2017-05-06,21300,06.X-2li,12,0.05,1,augsburg,
2017-05-06,21600,06.X-2li,0,0,1,augsburg,
2017-05-06,21900,06.X-2li,0,0,1,augsburg,
2017-05-06,22200,06.X-2li,0,0,1,augsburg,
2017-05-06,22500,06.X-2li,20,0.05,1,augsburg,
2017-05-06,22800,06.X-2li,20,0.05,1,augsburg,
2017-05-06,23100,06.X-2li,20,0.05,1,augsburg,
2017-05-06,23400,06.X-2li,12,0,1,augsburg,
2017-05-06,23700,06.X-2li,12,0,1,augsburg,
2017-05-06,24000,06.X-2li,12,0,1,augsburg,
2017-05-06,24300,06.X-2li,20,0,1,augsburg,
2017-05-06,24600,06.X-2li,20,0,1,augsburg,
2017-05-06,24900,06.X-2li,20,0,1,augsburg,
2017-05-06,25200,06.X-2li,28,0.03,1,augsburg,
2017-05-06,25500,06.X-2li,28,0.03,1,augsburg,
2017-05-06,25800,06.X-2li,28,0.03,1,augsburg,
2017-05-06,26100,06.X-2li,28,0.07,1,augsburg,
2017-05-06,26400,06.X-2li,28,0.07,1,augsburg,
2017-05-06,26700,06.X-2li,28,0.07,1,augsburg,
2017-05-06,27000,06.X-2li,32,0.11,1,augsburg,
2017-05-06,27300,06.X-2li,32,0.11,1,augsburg,
2017-05-06,27600,06.X-2li,32,0.11,1,augsburg,
2017-05-06,27900,06.X-2li,24,0.08,1,augsburg,
2017-05-06,28200,06.X-2li,24,0.08,1,augsburg,
2017-05-06,28500,06.X-2li,24,0.08,1,augsburg,
2017-05-06,28800,06.X-2li,44,0.14,1,augsburg,
2017-05-06,29100,06.X-2li,44,0.14,1,augsburg,
2017-05-06,29400,06.X-2li,44,0.14,1,augsburg,
2017-05-06,29700,06.X-2li,36,0.15,1,augsburg,
2017-05-06,30000,06.X-2li,36,0.15,1,augsburg,
2017-05-06,30300,06.X-2li,36,0.15,1,augsburg,
2017-05-06,30600,06.X-2li,52,0.13,1,augsburg,
2017-05-06,30900,06.X-2li,52,0.13,1,augsburg,
2017-05-06,31200,06.X-2li,52,0.13,1,augsburg,
2017-05-06,31500,06.X-2li,44,0.2,1,augsburg,
2017-05-06,31800,06.X-2li,44,0.2,1,augsburg,
2017-05-06,32100,06.X-2li,44,0.2,1,augsburg,
2017-05-06,32400,06.X-2li,88,0.47,1,augsburg,
2017-05-06,32700,06.X-2li,88,0.47,1,augsburg,
2017-05-06,33000,06.X-2li,88,0.47,1,augsburg,
2017-05-06,33300,06.X-2li,68,0.2,1,augsburg,
2017-05-06,33600,06.X-2li,68,0.2,1,augsburg,
2017-05-06,33900,06.X-2li,68,0.2,1,augsburg,
2017-05-06,34200,06.X-2li,80,0.45,1,augsburg,
2017-05-06,34500,06.X-2li,80,0.45,1,augsburg,
2017-05-06,34800,06.X-2li,80,0.45,1,augsburg,
2017-05-06,35100,06.X-2li,100,0.32,1,augsburg,
2017-05-06,35400,06.X-2li,100,0.32,1,augsburg,
2017-05-06,35700,06.X-2li,100,0.32,1,augsburg,
2017-05-06,36000,06.X-2li,72,0.37,1,augsburg,
2017-05-06,36300,06.X-2li,72,0.37,1,augsburg,
2017-05-06,36600,06.X-2li,72,0.37,1,augsburg,
2017-05-06,36900,06.X-2li,124,0.54,1,augsburg,
2017-05-06,37200,06.X-2li,124,0.54,1,augsburg,
2017-05-06,37500,06.X-2li,124,0.54,1,augsburg,
2017-05-06,37800,06.X-2li,104,0.29,1,augsburg,
2017-05-06,38100,06.X-2li,104,0.29,1,augsburg,
2017-05-06,38400,06.X-2li,104,0.29,1,augsburg,
2017-05-06,38700,06.X-2li,120,0.37,1,augsburg,
2017-05-06,39000,06.X-2li,120,0.37,1,augsburg,
2017-05-06,39300,06.X-2li,120,0.37,1,augsburg,
2017-05-06,39600,06.X-2li,124,0.48,1,augsburg,
2017-05-06,39900,06.X-2li,124,0.48,1,augsburg,
2017-05-06,40200,06.X-2li,124,0.48,1,augsburg,
2017-05-06,40500,06.X-2li,84,0.27,1,augsburg,
2017-05-06,40800,06.X-2li,84,0.27,1,augsburg,
2017-05-06,41100,06.X-2li,84,0.27,1,augsburg,
2017-05-06,41400,06.X-2li,108,0.27,1,augsburg,
2017-05-06,41700,06.X-2li,108,0.27,1,augsburg,
2017-05-06,42000,06.X-2li,108,0.27,1,augsburg,
2017-05-06,42300,06.X-2li,84,0.41,1,augsburg,
2017-05-06,42600,06.X-2li,84,0.41,1,augsburg,
2017-05-06,42900,06.X-2li,84,0.41,1,augsburg,
2017-05-06,43200,06.X-2li,116,0.55,1,augsburg,
2017-05-06,43500,06.X-2li,116,0.55,1,augsburg,
2017-05-06,43800,06.X-2li,116,0.55,1,augsburg,
2017-05-06,44100,06.X-2li,128,0.42,1,augsburg,
2017-05-06,44400,06.X-2li,128,0.42,1,augsburg,
2017-05-06,44700,06.X-2li,128,0.42,1,augsburg,
2017-05-06,45000,06.X-2li,92,0.46,1,augsburg,
2017-05-06,45300,06.X-2li,92,0.46,1,augsburg,
2017-05-06,45600,06.X-2li,92,0.46,1,augsburg,
2017-05-06,45900,06.X-2li,144,0.46,1,augsburg,
2017-05-06,46200,06.X-2li,144,0.46,1,augsburg,
2017-05-06,46500,06.X-2li,144,0.46,1,augsburg,
2017-05-06,46800,06.X-2li,112,0.42,1,augsburg,
2017-05-06,47100,06.X-2li,112,0.42,1,augsburg,
2017-05-06,47400,06.X-2li,112,0.42,1,augsburg,
2017-05-06,47700,06.X-2li,108,0.22,1,augsburg,
2017-05-06,48000,06.X-2li,108,0.22,1,augsburg,
2017-05-06,48300,06.X-2li,108,0.22,1,augsburg,
2017-05-06,48600,06.X-2li,120,0.55,1,augsburg,
2017-05-06,48900,06.X-2li,120,0.55,1,augsburg,
2017-05-06,49200,06.X-2li,120,0.55,1,augsburg,
2017-05-06,49500,06.X-2li,80,0.43,1,augsburg,
2017-05-06,49800,06.X-2li,80,0.43,1,augsburg,
2017-05-06,50100,06.X-2li,80,0.43,1,augsburg,
2017-05-06,50400,06.X-2li,88,0.29,1,augsburg,
2017-05-06,50700,06.X-2li,88,0.29,1,augsburg,
2017-05-06,51000,06.X-2li,88,0.29,1,augsburg,
2017-05-06,51300,06.X-2li,88,0.29,1,augsburg,
2017-05-06,51600,06.X-2li,88,0.29,1,augsburg,
2017-05-06,51900,06.X-2li,88,0.29,1,augsburg,
2017-05-06,52200,06.X-2li,100,0.28,1,augsburg,
2017-05-06,52500,06.X-2li,100,0.28,1,augsburg,
2017-05-06,52800,06.X-2li,100,0.28,1,augsburg,
2017-05-06,53100,06.X-2li,124,0.32,1,augsburg,
2017-05-06,53400,06.X-2li,124,0.32,1,augsburg,
2017-05-06,53700,06.X-2li,124,0.32,1,augsburg,
2017-05-06,54000,06.X-2li,140,0.59,1,augsburg,
2017-05-06,54300,06.X-2li,140,0.59,1,augsburg,
2017-05-06,54600,06.X-2li,140,0.59,1,augsburg,
2017-05-06,54900,06.X-2li,104,0.32,1,augsburg,
2017-05-06,55200,06.X-2li,104,0.32,1,augsburg,
2017-05-06,55500,06.X-2li,104,0.32,1,augsburg,
2017-05-06,55800,06.X-2li,104,0.31,1,augsburg,
2017-05-06,56100,06.X-2li,104,0.31,1,augsburg,
2017-05-06,56400,06.X-2li,104,0.31,1,augsburg,
2017-05-06,56700,06.X-2li,84,0.32,1,augsburg,
2017-05-06,57000,06.X-2li,84,0.32,1,augsburg,
2017-05-06,57300,06.X-2li,84,0.32,1,augsburg,
2017-05-06,57600,06.X-2li,64,0.39,1,augsburg,
2017-05-06,57900,06.X-2li,64,0.39,1,augsburg,
2017-05-06,58200,06.X-2li,64,0.39,1,augsburg,
2017-05-06,58500,06.X-2li,88,0.3,1,augsburg,
2017-05-06,58800,06.X-2li,88,0.3,1,augsburg,
2017-05-06,59100,06.X-2li,88,0.3,1,augsburg,
2017-05-06,59400,06.X-2li,116,0.48,1,augsburg,
2017-05-06,59700,06.X-2li,116,0.48,1,augsburg,
2017-05-06,60000,06.X-2li,116,0.48,1,augsburg,
2017-05-06,60300,06.X-2li,120,0.48,1,augsburg,
2017-05-06,60600,06.X-2li,120,0.48,1,augsburg,
2017-05-06,60900,06.X-2li,120,0.48,1,augsburg,
2017-05-06,61200,06.X-2li,116,0.4,1,augsburg,
2017-05-06,61500,06.X-2li,116,0.4,1,augsburg,
2017-05-06,61800,06.X-2li,116,0.4,1,augsburg,
2017-05-06,62100,06.X-2li,88,0.31,1,augsburg,
2017-05-06,62400,06.X-2li,88,0.31,1,augsburg,
2017-05-06,62700,06.X-2li,88,0.31,1,augsburg,
2017-05-06,63000,06.X-2li,128,0.48,1,augsburg,
2017-05-06,63300,06.X-2li,128,0.48,1,augsburg,
2017-05-06,63600,06.X-2li,128,0.48,1,augsburg,
2017-05-06,63900,06.X-2li,120,0.27,1,augsburg,
2017-05-06,64200,06.X-2li,120,0.27,1,augsburg,
2017-05-06,64500,06.X-2li,120,0.27,1,augsburg,
2017-05-06,64800,06.X-2li,108,0.31,1,augsburg,
2017-05-06,65100,06.X-2li,108,0.31,1,augsburg,
2017-05-06,65400,06.X-2li,108,0.31,1,augsburg,
2017-05-06,65700,06.X-2li,104,0.44,1,augsburg,
2017-05-06,66000,06.X-2li,104,0.44,1,augsburg,
2017-05-06,66300,06.X-2li,104,0.44,1,augsburg,
2017-05-06,66600,06.X-2li,60,0.28,1,augsburg,
2017-05-06,66900,06.X-2li,60,0.28,1,augsburg,
2017-05-06,67200,06.X-2li,60,0.28,1,augsburg,
2017-05-06,67500,06.X-2li,108,0.51,1,augsburg,
2017-05-06,67800,06.X-2li,108,0.51,1,augsburg,
2017-05-06,68100,06.X-2li,108,0.51,1,augsburg,
2017-05-06,68400,06.X-2li,64,0.22,1,augsburg,
2017-05-06,68700,06.X-2li,64,0.22,1,augsburg,
2017-05-06,69000,06.X-2li,64,0.22,1,augsburg,
2017-05-06,69300,06.X-2li,80,0.19,1,augsburg,
2017-05-06,69600,06.X-2li,80,0.19,1,augsburg,
2017-05-06,69900,06.X-2li,80,0.19,1,augsburg,
2017-05-06,70200,06.X-2li,68,0.26,1,augsburg,
2017-05-06,70500,06.X-2li,68,0.26,1,augsburg,
2017-05-06,70800,06.X-2li,68,0.26,1,augsburg,
2017-05-06,71100,06.X-2li,96,0.23,1,augsburg,
2017-05-06,71400,06.X-2li,96,0.23,1,augsburg,
2017-05-06,71700,06.X-2li,96,0.23,1,augsburg,
2017-05-06,72000,06.X-2li,64,0.04,1,augsburg,
2017-05-06,72300,06.X-2li,64,0.04,1,augsburg,
2017-05-06,72600,06.X-2li,64,0.04,1,augsburg,
2017-05-06,72900,06.X-2li,40,0.01,1,augsburg,
2017-05-06,73200,06.X-2li,40,0.01,1,augsburg,
2017-05-06,73500,06.X-2li,40,0.01,1,augsburg,
2017-05-06,73800,06.X-2li,32,0.01,1,augsburg,
2017-05-06,74100,06.X-2li,32,0.01,1,augsburg,
2017-05-06,74400,06.X-2li,32,0.01,1,augsburg,
2017-05-06,74700,06.X-2li,24,0,1,augsburg,
2017-05-06,75000,06.X-2li,24,0,1,augsburg,
2017-05-06,75300,06.X-2li,24,0,1,augsburg,
2017-05-06,75600,06.X-2li,36,0,1,augsburg,
2017-05-06,75900,06.X-2li,36,0,1,augsburg,
2017-05-06,76200,06.X-2li,36,0,1,augsburg,
2017-05-06,76500,06.X-2li,16,0,1,augsburg,
2017-05-06,76800,06.X-2li,16,0,1,augsburg,
2017-05-06,77100,06.X-2li,16,0,1,augsburg,
2017-05-06,77400,06.X-2li,52,0.01,1,augsburg,
2017-05-06,77700,06.X-2li,52,0.01,1,augsburg,
2017-05-06,78000,06.X-2li,52,0.01,1,augsburg,
2017-05-06,78300,06.X-2li,36,0,1,augsburg,
2017-05-06,78600,06.X-2li,36,0,1,augsburg,
2017-05-06,78900,06.X-2li,36,0,1,augsburg,
2017-05-06,79200,06.X-2li,32,0.01,1,augsburg,
2017-05-06,79500,06.X-2li,32,0.01,1,augsburg,
2017-05-06,79800,06.X-2li,32,0.01,1,augsburg,
2017-05-06,80100,06.X-2li,12,0,1,augsburg,
2017-05-06,80400,06.X-2li,12,0,1,augsburg,
2017-05-06,80700,06.X-2li,12,0,1,augsburg,
2017-05-06,81000,06.X-2li,8,0,1,augsburg,
2017-05-06,81300,06.X-2li,8,0,1,augsburg,
2017-05-06,81600,06.X-2li,8,0,1,augsburg,
2017-05-06,81900,06.X-2li,28,0,1,augsburg,
2017-05-06,82200,06.X-2li,28,0,1,augsburg,
2017-05-06,82500,06.X-2li,28,0,1,augsburg,
2017-05-06,82800,06.X-2li,28,0,1,augsburg,
2017-05-06,83100,06.X-2li,28,0,1,augsburg,
2017-05-06,83400,06.X-2li,28,0,1,augsburg,
2017-05-06,83700,06.X-2li,40,0,1,augsburg,
2017-05-06,84000,06.X-2li,40,0,1,augsburg,
2017-05-06,84300,06.X-2li,40,0,1,augsburg,
2017-05-06,84600,06.X-2li,36,0,1,augsburg,
2017-05-06,84900,06.X-2li,36,0,1,augsburg,
2017-05-06,85200,06.X-2li,36,0,1,augsburg,
2017-05-06,85500,06.X-2li,8,0,1,augsburg,
2017-05-06,85800,06.X-2li,8,0,1,augsburg,
2017-05-06,86100,06.X-2li,8,0,1,augsburg,
2017-05-07,0,06.X-2li,8,0,1,augsburg,
2017-05-07,300,06.X-2li,8,0,1,augsburg,
2017-05-07,600,06.X-2li,8,0,1,augsburg,
2017-05-07,900,06.X-2li,8,0,1,augsburg,
2017-05-07,1200,06.X-2li,8,0,1,augsburg,
2017-05-07,1500,06.X-2li,8,0,1,augsburg,
2017-05-07,1800,06.X-2li,8,0,1,augsburg,
2017-05-07,2100,06.X-2li,8,0,1,augsburg,
2017-05-07,2400,06.X-2li,8,0,1,augsburg,
2017-05-07,2700,06.X-2li,12,0,1,augsburg,
2017-05-07,3000,06.X-2li,12,0,1,augsburg,
2017-05-07,3300,06.X-2li,12,0,1,augsburg,
2017-05-07,3600,06.X-2li,12,0,1,augsburg,
2017-05-07,3900,06.X-2li,12,0,1,augsburg,
2017-05-07,4200,06.X-2li,12,0,1,augsburg,
2017-05-07,4500,06.X-2li,4,0,1,augsburg,
2017-05-07,4800,06.X-2li,4,0,1,augsburg,
2017-05-07,5100,06.X-2li,4,0,1,augsburg,
2017-05-07,5400,06.X-2li,4,0,1,augsburg,
2017-05-07,5700,06.X-2li,4,0,1,augsburg,
2017-05-07,6000,06.X-2li,4,0,1,augsburg,
2017-05-07,6300,06.X-2li,4,0,1,augsburg,
2017-05-07,6600,06.X-2li,4,0,1,augsburg,
2017-05-07,6900,06.X-2li,4,0,1,augsburg,
2017-05-07,7200,06.X-2li,8,0,1,augsburg,
2017-05-07,7500,06.X-2li,8,0,1,augsburg,
2017-05-07,7800,06.X-2li,8,0,1,augsburg,
2017-05-07,8100,06.X-2li,0,0,1,augsburg,
2017-05-07,8400,06.X-2li,0,0,1,augsburg,
2017-05-07,8700,06.X-2li,0,0,1,augsburg,
2017-05-07,9000,06.X-2li,4,0,1,augsburg,
2017-05-07,9300,06.X-2li,4,0,1,augsburg,
2017-05-07,9600,06.X-2li,4,0,1,augsburg,
2017-05-07,9900,06.X-2li,4,0,1,augsburg,
2017-05-07,10200,06.X-2li,4,0,1,augsburg,
2017-05-07,10500,06.X-2li,4,0,1,augsburg,
2017-05-07,10800,06.X-2li,12,0,1,augsburg,
2017-05-07,11100,06.X-2li,12,0,1,augsburg,
2017-05-07,11400,06.X-2li,12,0,1,augsburg,
2017-05-07,11700,06.X-2li,4,0,1,augsburg,
2017-05-07,12000,06.X-2li,4,0,1,augsburg,
2017-05-07,12300,06.X-2li,4,0,1,augsburg,
2017-05-07,12600,06.X-2li,4,0,1,augsburg,
2017-05-07,12900,06.X-2li,4,0,1,augsburg,
2017-05-07,13200,06.X-2li,4,0,1,augsburg,
2017-05-07,13500,06.X-2li,0,0,1,augsburg,
2017-05-07,13800,06.X-2li,0,0,1,augsburg,
2017-05-07,14100,06.X-2li,0,0,1,augsburg,
2017-05-07,14400,06.X-2li,12,0,1,augsburg,
2017-05-07,14700,06.X-2li,12,0,1,augsburg,
2017-05-07,15000,06.X-2li,12,0,1,augsburg,
2017-05-07,15300,06.X-2li,0,0,1,augsburg,
2017-05-07,15600,06.X-2li,0,0,1,augsburg,
2017-05-07,15900,06.X-2li,0,0,1,augsburg,
2017-05-07,16200,06.X-2li,0,0,1,augsburg,
2017-05-07,16500,06.X-2li,0,0,1,augsburg,
2017-05-07,16800,06.X-2li,0,0,1,augsburg,
2017-05-07,17100,06.X-2li,0,0,1,augsburg,
2017-05-07,17400,06.X-2li,0,0,1,augsburg,
2017-05-07,17700,06.X-2li,0,0,1,augsburg,
2017-05-07,18000,06.X-2li,0,0,1,augsburg,
2017-05-07,18300,06.X-2li,0,0,1,augsburg,
2017-05-07,18600,06.X-2li,0,0,1,augsburg,
2017-05-07,18900,06.X-2li,4,0,1,augsburg,
2017-05-07,19200,06.X-2li,4,0,1,augsburg,
2017-05-07,19500,06.X-2li,4,0,1,augsburg,
2017-05-07,19800,06.X-2li,8,0,1,augsburg,
2017-05-07,20100,06.X-2li,8,0,1,augsburg,
2017-05-07,20400,06.X-2li,8,0,1,augsburg,
2017-05-07,20700,06.X-2li,8,0,1,augsburg,
2017-05-07,21000,06.X-2li,8,0,1,augsburg,
2017-05-07,21300,06.X-2li,8,0,1,augsburg,
2017-05-07,21600,06.X-2li,4,0,1,augsburg,
2017-05-07,21900,06.X-2li,4,0,1,augsburg,
2017-05-07,22200,06.X-2li,4,0,1,augsburg,
2017-05-07,22500,06.X-2li,12,0,1,augsburg,
2017-05-07,22800,06.X-2li,12,0,1,augsburg,
2017-05-07,23100,06.X-2li,12,0,1,augsburg,
2017-05-07,23400,06.X-2li,0,0,1,augsburg,
2017-05-07,23700,06.X-2li,0,0,1,augsburg,
2017-05-07,24000,06.X-2li,0,0,1,augsburg,
2017-05-07,24300,06.X-2li,4,0,1,augsburg,
2017-05-07,24600,06.X-2li,4,0,1,augsburg,
2017-05-07,24900,06.X-2li,4,0,1,augsburg,
2017-05-07,25200,06.X-2li,20,0,1,augsburg,
2017-05-07,25500,06.X-2li,20,0,1,augsburg,
2017-05-07,25800,06.X-2li,20,0,1,augsburg,
2017-05-07,26100,06.X-2li,16,0.01,1,augsburg,
2017-05-07,27900,06.X-2li,12,0,1,augsburg,
2017-05-07,28200,06.X-2li,12,0,1,augsburg,
2017-05-07,28500,06.X-2li,12,0,1,augsburg,
2017-05-07,28800,06.X-2li,16,0,1,augsburg,
2017-05-07,29100,06.X-2li,16,0,1,augsburg,
2017-05-07,29400,06.X-2li,16,0,1,augsburg,
2017-05-07,29700,06.X-2li,20,0,1,augsburg,
2017-05-07,30000,06.X-2li,20,0,1,augsburg,
2017-05-07,30300,06.X-2li,20,0,1,augsburg,
2017-05-07,30600,06.X-2li,40,0.01,1,augsburg,
2017-05-07,30900,06.X-2li,40,0.01,1,augsburg,
2017-05-07,31200,06.X-2li,40,0.01,1,augsburg,
2017-05-07,31500,06.X-2li,24,0.01,1,augsburg,
2017-05-07,31800,06.X-2li,24,0.01,1,augsburg,
2017-05-07,32100,06.X-2li,24,0.01,1,augsburg,
2017-05-07,32400,06.X-2li,16,0.05,1,augsburg,
2017-05-07,32700,06.X-2li,16,0.05,1,augsburg,
2017-05-07,33000,06.X-2li,16,0.05,1,augsburg,
2017-05-07,33300,06.X-2li,12,0.01,1,augsburg,
2017-05-07,33600,06.X-2li,12,0.01,1,augsburg,
2017-05-07,33900,06.X-2li,12,0.01,1,augsburg,
2017-05-07,34200,06.X-2li,32,0.1,1,augsburg,
2017-05-07,34500,06.X-2li,32,0.1,1,augsburg,
2017-05-07,34800,06.X-2li,32,0.1,1,augsburg,
2017-05-07,35100,06.X-2li,56,0.19,1,augsburg,
2017-05-07,35400,06.X-2li,56,0.19,1,augsburg,
2017-05-07,35700,06.X-2li,56,0.19,1,augsburg,
2017-05-07,36000,06.X-2li,64,0.15,1,augsburg,
2017-05-07,36300,06.X-2li,64,0.15,1,augsburg,
2017-05-07,36600,06.X-2li,64,0.15,1,augsburg,
2017-05-07,36900,06.X-2li,52,0.25,1,augsburg,
2017-05-07,37200,06.X-2li,52,0.25,1,augsburg,
2017-05-07,37500,06.X-2li,52,0.25,1,augsburg,
2017-05-07,37800,06.X-2li,56,0.39,1,augsburg,
2017-05-07,38100,06.X-2li,56,0.39,1,augsburg,
2017-05-07,38400,06.X-2li,56,0.39,1,augsburg,
2017-05-07,38700,06.X-2li,44,0.21,1,augsburg,
2017-05-07,39000,06.X-2li,44,0.21,1,augsburg,
2017-05-07,39300,06.X-2li,44,0.21,1,augsburg,
2017-05-07,39600,06.X-2li,52,0.21,1,augsburg,
2017-05-07,39900,06.X-2li,52,0.21,1,augsburg,
2017-05-07,40200,06.X-2li,52,0.21,1,augsburg,
2017-05-07,40500,06.X-2li,64,0.34,1,augsburg,
2017-05-07,40800,06.X-2li,64,0.34,1,augsburg,
2017-05-07,41100,06.X-2li,64,0.34,1,augsburg,
2017-05-07,41400,06.X-2li,84,0.27,1,augsburg,
2017-05-07,41700,06.X-2li,84,0.27,1,augsburg,
2017-05-07,42000,06.X-2li,84,0.27,1,augsburg,
2017-05-07,42300,06.X-2li,56,0.28,1,augsburg,
2017-05-07,42600,06.X-2li,56,0.28,1,augsburg,
2017-05-07,42900,06.X-2li,56,0.28,1,augsburg,
2017-05-07,43200,06.X-2li,64,0.23,1,augsburg,
2017-05-07,43500,06.X-2li,64,0.23,1,augsburg,
2017-05-07,43800,06.X-2li,64,0.23,1,augsburg,
2017-05-07,44100,06.X-2li,32,0.13,1,augsburg,
2017-05-07,44400,06.X-2li,32,0.13,1,augsburg,
2017-05-07,44700,06.X-2li,32,0.13,1,augsburg,
2017-05-07,45000,06.X-2li,80,0.28,1,augsburg,
2017-05-07,45300,06.X-2li,80,0.28,1,augsburg,
2017-05-07,45600,06.X-2li,80,0.28,1,augsburg,
2017-05-07,45900,06.X-2li,60,0.37,1,augsburg,
2017-05-07,46200,06.X-2li,60,0.37,1,augsburg,
2017-05-07,46500,06.X-2li,60,0.37,1,augsburg,
2017-05-07,46800,06.X-2li,56,0.17,1,augsburg,
2017-05-07,47100,06.X-2li,56,0.17,1,augsburg,
2017-05-07,47400,06.X-2li,56,0.17,1,augsburg,
2017-05-07,47700,06.X-2li,52,0.22,1,augsburg,
2017-05-07,48000,06.X-2li,52,0.22,1,augsburg,
2017-05-07,48300,06.X-2li,52,0.22,1,augsburg,
2017-05-07,48600,06.X-2li,68,0.32,1,augsburg,
2017-05-07,48900,06.X-2li,68,0.32,1,augsburg,
2017-05-07,49200,06.X-2li,68,0.32,1,augsburg,
2017-05-07,49500,06.X-2li,48,0.23,1,augsburg,
2017-05-07,49800,06.X-2li,48,0.23,1,augsburg,
2017-05-07,50100,06.X-2li,48,0.23,1,augsburg,
2017-05-07,50400,06.X-2li,44,0.18,1,augsburg,
2017-05-07,50700,06.X-2li,44,0.18,1,augsburg,
2017-05-07,51000,06.X-2li,44,0.18,1,augsburg,
2017-05-07,51300,06.X-2li,40,0.25,1,augsburg,
2017-05-07,51600,06.X-2li,40,0.25,1,augsburg,
2017-05-07,51900,06.X-2li,40,0.25,1,augsburg,
2017-05-07,52200,06.X-2li,64,0.25,1,augsburg,
2017-05-07,52500,06.X-2li,64,0.25,1,augsburg,
2017-05-07,52800,06.X-2li,64,0.25,1,augsburg,
2017-05-07,53100,06.X-2li,32,0.15,1,augsburg,
2017-05-07,53400,06.X-2li,32,0.15,1,augsburg,
2017-05-07,53700,06.X-2li,32,0.15,1,augsburg,
2017-05-07,54000,06.X-2li,24,0.12,1,augsburg,
